AlertID,creationTimeUtc,AlertTimestamp,severity,category,status,AlertName,AlertDescription,recommendedActions,vendorInformation,properties,AlertCategory,AlertSeverity,Technique,AffectedHost,AffectedProcess,AffectedFilePath,Commandline,ParentProcess,ProcessCommandLine,DetectionMethod,RecommendedActions,source,tactic,device_name,action,file_name,file_size,src_path,dst_path,Severity,Name,Event,AlertType,MachineId,Category,AlertId,EventTime,ExtendedProperties,ComputerName,Status,AlertDetails,EndpointDetails,DetectionSource,DetectionID,EventHash,AffectedEntities,Tactic,KillChainPhase,HostName,FilePath,ProcessName,CommandLine,MD5Hash,SHA256Hash,IPAddress,UserName,ProcessID,ParentProcessID,hostname,ip_address,os,pid,command_line,access_type,operation,DeviceName,DeviceId,OsPlatform,OsVersion,ProcessCreationTime,ParentProcessName,ParentProcessCommandLine,ParentProcessCreationTime,TargetDevice,TargetDeviceId,TargetOsPlatform,TargetOsVersion,TargetUserName,EntityType,EntityName,OS,References,KillChain,MachineDomainName,MachineName,AlertLink,Recommendation,Vendor,Product,Path,Hash,Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,DomainName,URL,Type,EndpointID,EndpointName,ParentProcessPath,ProcessPath,Source,Host,User,Target,Port,Action,Reason,ProcessPid,ParentProcessPid,Direction,RemoteServiceName,RemoteServiceType,RemoteServicePorts,RemoteServiceIpv4,RemoteServiceIpv6,RemoteServiceUrl,RemoteServiceCertificate,RemoteServiceEncryption,RemoteServiceAuthentication,RemoteServiceVersion,RemoteServiceProduct,RemoteServiceOrganization,TargetUser,OriginalPermissions,NewPermissions,Field,Operator,Value,Tags,InjectedProcessName,InjectionTechnique,ControlName,sha1_hash,file_path,process_name,process_path,HostIP,AdditionalInfo,RegistryKey,RegistryValue,CloudProvider,APIOperation,TECHNIQUE,SourceIPAddress,DestinationIPAddress,Domain,ThreatName,IOC,ProcessHash,Hostname,SourceIP,DestinationIP,AttackType,AttackDuration,AffectedServices,AffectedHostname,AlertSource,alert_severity,action_taken,detection_source,Affected_Hostname,Injected_Process_Name,Parent_Process_Name,Injection_Technique,Alert_Source,machine_id,user_id,process_id,process_command_line,alert_type,alert_name,remote_address,remote_port,local_address,local_port,protocol,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFileSize,TechniqueName,IP,OSVersion,EventType,EventCategory,TargetResource,Operation,SuspiciousAction,Domain_Controller_IP,Domain_Controller_Name,ParentCommandLine,EventID,ParentHash,ExecutionStatus,EntityValue,Condition,Description,Endpoint,RemediationSteps,EventId,ProcessId,CloudAccount,local_ip,public_ip,detection_method,file_hash,malware_family,TECHNIQUE_NAME,TACTIC,Signer,Process Name,PID,AttackTactic,AttackTechnique,EntityId,EntityIp,Details,TimestampUtc,SHA256,WebServiceName,WebServicePath,type,vendor,path,domain,host,Affected_Device,Affected_User,Malicious_Executable,Username,ContainerImageName,ContainerRuntime,DeploymentMethod,ParentProcessId,AlertDDescription,Endpoint_ID,Endpoint_Name,Endpoint_IP,Process_Name,EndpointIP,C2Server,ExfiltratedData,ExfiltrationMethod,UserDomain,ProcessParentName,ProcessParentID,ArtifactType,ArtifactPath,ArtifactName,AleertDescription,AlertTimestamps,native_function_calls,source_ip,destination_ip,process_hash,parent_process_name,parent_process_hash,Detection_Details,Process_Path,Process_Command_Line,AffectedFile_Path,AlertTime,UserInfo,PhishingInfo,AffectedImagePath,AffectedEndpoints,IndicatorsOfCompromise,Loader_Process_Name,Loader_Technique,ProcessParentPath,ProcessParentHash,ImageLoaded,TargetImageLoaded,TargetImageName,TargetCommandLine,KillchainPhase,TechniqueID,Techniqu,MACAddress,AlertyDescription,EventLogName,EventLogMessage,OperatingSystem,FallbackProtocol,Alertescription,modified_time,original_hash,current_hash,RemoteServer,affected_host,alert_category,alert_recommendation,alert_details,RuleName,ProcessParentCommandLine,AttackVector,AlertTimestampUtc,WebServerUrl,WebServerMethod,technique,remote_ip,ClosedTime,DataTTL,DetectionTime,DetectionType,IsIncident,LastUpdateTime,DnsName,FullyQualifiedDomainName,NetBiosName,OSPlatform,ProcessorArchitecture,CreationTime,End,FileHash,FileName,Start,VendorName,VendorSeverity,VendorThreatName,combined_data
0e0r0tq,,2022-03-07T14:23:54.123Z,,,,Resource Hijacking,A suspicious process is attempting to hijack system resources on the endpoint.,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resource Hijacking,Malware,memory,write,attempt to overwrite critical memory region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0e0r0tq. AlertTimestamp is 2022-03-07T14:23:54.123Z. AlertName is Resource Hijacking. AlertDescription is A suspicious process is attempting to hijack system resources on the endpoint.. AlertSeverity is High. ProcessName is explorer.exe. EventType is Resource Hijacking. EventCategory is Malware. TargetResource is memory. Operation is write. SuspiciousAction is attempt to overwrite critical memory region. 
30495,,2023-03-10T16:15:00Z,,,,Rogue Controller,Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC).,,,,,,Rogue Domain Controller,,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,,,,,,,Persistence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolate the affected host and investigate the nature and purpose of the rogue domain controller. Remove the unauthorized domain controller and remediate any affected systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hostname123,,,,Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,dc1.malicious.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 030495. AlertTimestamp is 2023-03-10T16:15:00Z. AlertName is Rogue Controller. AlertDescription is Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC).. Technique is Rogue Domain Controller. Severity is Critical. Tactic is Persistence. Recommendation is Isolate the affected host and investigate the nature and purpose of the rogue domain controller. Remove the unauthorized domain controller and remediate any affected systems.. Affected_Hostname is hostname123. Alert_Source is Defender for Endpoint EDR. Domain_Controller_IP is 192.168.1.100. Domain_Controller_Name is dc1.malicious.local. 
0pd0d03wr,,2023-03-03T10:15:30Z,,,,Serverless Execution,Potential serverless execution detected via PowerShell execution with encoded command.,,,,,High,Serverless Execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defender for Endpoint,,,,Execution,,,,powershell.exe,-EncodedCommand,,,,,,,,,,,,,,,,,,,cmd.exe,,,,,,,,,,,,,,,,,,,,9D73B2CF2A1C728FE8B282FDC7EE5DE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Process Creation,,,,,,,powershell.exe -encodedCommand,4688,2E20D26F9C1ACB5547D5BDA70FEBD054,Blocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0pd0d03wr. AlertTimestamp is 2023-03-03T10:15:30Z. AlertName is Serverless Execution. AlertDescription is Potential serverless execution detected via PowerShell execution with encoded command.. AlertSeverity is High. Technique is Serverless Execution. DetectionSource is Defender for Endpoint. Tactic is Execution. ProcessName is powershell.exe. CommandLine is -EncodedCommand. ParentProcessName is cmd.exe. Hash is 9D73B2CF2A1C728FE8B282FDC7EE5DE5. EventType is Process Creation. ParentCommandLine is powershell.exe -encodedCommand. ParentHash is 2E20D26F9C1ACB5547D5BDA70FEBD054. ExecutionStatus is Blocked. 
klfdlf0567,,2022-03-06T10:30:00Z,,,,Service Stop,Defender for Endpoint detected a suspicious stop of a Windows service.,,,,,,,,,,,,,EDR,"['Investigate the reason for the suspicious stop of the service.', ""Review the service's configuration to ensure it is properly configured."", 'Monitor for any further suspicious activity.']",,,,,,,,,High,,,,,Process/Service Stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ServiceName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SuspiciousServiceName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is klfdlf0567. AlertTimestamp is 2022-03-06T10:30:00Z. AlertName is Service Stop. AlertDescription is Defender for Endpoint detected a suspicious stop of a Windows service.. DetectionMethod is EDR. RecommendedActions are Investigate the reason for the suspicious stop of the service.; Review the service's configuration to ensure it is properly configured.; Monitor for any further suspicious activity.; Severity is High. Category is Process/Service Stop. EntityName is ServiceName. EntityValue is SuspiciousServiceName. 
12345,,2023-03-10T15:30:00Z,,,,Comprmised Supply Chain,Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise can take place at any stage.,,,,,,,,,,,,,,,,,,,,,,,High,,,,,Malware,,,,,,,,,,,,,,,,msiexec.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Investigate the affected software or hardware component for signs of compromise and take appropriate remediation actions, such as blocking the component or applying a security update.",,,,,,,,,443,,,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.45.67.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbound connection to suspicious or known malicious IP and/or port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 12345. AlertTimestamp is 2023-03-10T15:30:00Z. AlertName is Comprmised Supply Chain. AlertDescription is Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise can take place at any stage.. Severity is High. Category is Malware. ProcessName is msiexec.exe. Recommendation is Investigate the affected software or hardware component for signs of compromise and take appropriate remediation actions, such as blocking the component or applying a security update.. Type is Process. DestinationIP is 123.45.67.89. Condition is Outbound connection to suspicious or known malicious IP and/or port. "
ekfkgk6,,2023-03-04T15:30:00Z,,,,System Services,,,,,,,,,,,,,,,,,,,,,,,,High,,,,,EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Many services are set to run at boot, which can aid in achieving persistence (Create or Modify System Process), but adversaries can also abuse services for one-time or temporary execution.","{'EndpointID': '123456', 'Hostname': 'endpoint-01', 'IPAddress': '192.168.1.100', 'OS': 'Windows 10', 'UserName': 'admin', 'ProcessName': 'services.exe', 'ProcessID': '1234'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is ekfkgk6. AlertTimestamp is 2023-03-04T15:30:00Z. AlertName is System Services. Severity is High. Category is EDR. Description is Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Many services are set to run at boot, which can aid in achieving persistence (Create or Modify System Process), but adversaries can also abuse services for one-time or temporary execution.. Endpoint EndpointID is 123456. Endpoint Hostname is endpoint-01. Endpoint IPAddress is 192.168.1.100. Endpoint OS is Windows 10. Endpoint UserName is admin. Endpoint ProcessName is services.exe. Endpoint ProcessID is 1234. "
12345,,2023-03-10T15:30:00Z,,,,System Shutdown,A system shutdown or reboot has been initiated.,,,,,,,,,,,,,,,,,,,,,,,High,,,ProcessCreate,,Malicious Activity,,,,,,,,,,,,,,DESKTOP-1234,,cmd.exe,shutdown /r /t 0,,,192.168.1.100,user1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 12345. AlertTimestamp is 2023-03-10T15:30:00Z. AlertName is System Shutdown. AlertDescription is A system shutdown or reboot has been initiated.. Severity is High. AlertType is ProcessCreate. Category is Malicious Activity. HostName is DESKTOP-1234. ProcessName is cmd.exe. CommandLine is shutdown /r /t 0. IPAddress is 192.168.1.100. UserName is user1. 
739409f,,2023-03-09T12:30:00Z,,,,Unusual traffic,Defender for Endpoint has detected unusual network traffic.,,,,,,,,,,,,,Network traffic analysis,,,,,,,,,,High,,,,,Network,,,,,,,,Defender for Endpoint,,,,,,,,,,,,192.168.0.100,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXAMPLE-HOSTNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Isolate the affected endpoint from the network', 'Terminate any suspicious processes or connections', 'Scan the endpoint for malware or signs of compromise', 'Patch any known vulnerabilities in the endpoint or software applications']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 739409f. AlertTimestamp is 2023-03-09T12:30:00Z. AlertName is Unusual traffic. AlertDescription is Defender for Endpoint has detected unusual network traffic.. DetectionMethod is Network traffic analysis. Severity is High. Category is Network. DetectionSource is Defender for Endpoint. IPAddress is 192.168.0.100. OS is Windows 10. Hostname is EXAMPLE-HOSTNAME. RemediationSteps are Isolate the affected endpoint from the network; Terminate any suspicious processes or connections; Scan the endpoint for malware or signs of compromise; Patch any known vulnerabilities in the endpoint or software applications; 
alert_id_49,,2023-03-08T14:30:00Z,,,,Data Transfer to Cloud Account,"This alert is triggered when a data transfer to a cloud account is detected, which may indicate data exfiltration or suspicious activity. This could be an indication of malicious activity, and warrants further investigation.",,,,,,,,,,,,,,,,,,,,,,,High,,,,,,12345678-1234-1234-1234-123456789012,,,,,,,Microsoft Defender for Endpoint,,,,,,,,powershell.exe,Copy-Item C:\LocalFolder -Destination https://mycloudstorage.com/myfolder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1537,5678,https://mycloudstorage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertTimestamp is 2023-03-08T14:30:00Z. AlertName is Data Transfer to Cloud Account. AlertDescription is This alert is triggered when a data transfer to a cloud account is detected, which may indicate data exfiltration or suspicious activity. This could be an indication of malicious activity, and warrants further investigation.. Severity is High. AlertId is 12345678-1234-1234-1234-123456789012. DetectionSource is Microsoft Defender for Endpoint. ProcessName is powershell.exe. CommandLine is Copy-Item C:\LocalFolder -Destination https://mycloudstorage.com/myfolder. EventId is T1537. CloudAccount is https://mycloudstorage.com. "
12345678-abcd-1234-abcd-1234567890ab,,2022-10-15T16:27:42Z,,,,Trojanized SSH client,"SSH is a protocol that allows authorized users to open remote shells on other computers. Many Linux and macOS versions come with SSH installed by default, although typically disabled until the user enables it. The SSH server can be configured to use standard password authentication or public-private keypairs in lieu of or in addition to a password. In this authentication scenario, the users public key must be in a special file on the computer running the server that lists which keypairs are allowed to login as that user.",,,,,,,,,,,,,,,,,,,ssh.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAPTOP-123,,,,ssh.exe -l user -p 22 example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Program Files (x86)\SSH\ssh.exe,ssh.exe,,,,,,,,,,,,,,,,,,,,,,,High,,Endpoint detection and response,,,,,,,,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,203.0.113.1,Behavioral analysis,abcdef1234567890,Trojan:Win32/SSHClientBreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 12345678-abcd-1234-abcd-1234567890ab. AlertTimestamp is 2022-10-15T16:27:42Z. AlertName is Trojanized SSH client. AlertDescription is SSH is a protocol that allows authorized users to open remote shells on other computers. Many Linux and macOS versions come with SSH installed by default, although typically disabled until the user enables it. The SSH server can be configured to use standard password authentication or public-private keypairs in lieu of or in addition to a password. In this authentication scenario, the users public key must be in a special file on the computer running the server that lists which keypairs are allowed to login as that user.. file_name is ssh.exe. hostname is LAPTOP-123. command_line is ssh.exe -l user -p 22 example.com. file_path is C:\Program Files (x86)\SSH\ssh.exe. process_name is ssh.exe. alert_severity is High. detection_source is Endpoint detection and response. local_ip is 192.168.1.100. public_ip is 203.0.113.1. detection_method is Behavioral analysis. file_hash is abcdef1234567890. malware_family is Trojan:Win32/SSHClientBreach. "
82940f,,2022-04-01T10:30:00Z,,,,User Execution,"While User Execution frequently occurs shortly after Initial Access it may occur at other phases of an intrusion, such as when an adversary places a file in a shared directory or on a user's desktop hoping that a user will click on it. This activity may also be seen shortly after Internal Spearphishing.",,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,C:\Users\User1\Downloads\malware.exe,,C:\Users\User1\Downloads\malware.exe,,,192.168.1.100,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,C:\Windows\explorer.exe,abc123def456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,User Execution,Execution,Unknown,explorer.exe,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 82940f. AlertTimestamp is 2022-04-01T10:30:00Z. AlertName is User Execution. AlertDescription is While User Execution frequently occurs shortly after Initial Access it may occur at other phases of an intrusion, such as when an adversary places a file in a shared directory or on a user's desktop hoping that a user will click on it. This activity may also be seen shortly after Internal Spearphishing.. Severity is High. FilePath is C:\Users\User1\Downloads\malware.exe. CommandLine is C:\Users\User1\Downloads\malware.exe. IPAddress is 192.168.1.100. OS is Windows 10. Path is C:\Windows\explorer.exe. Hash is abc123def456. Hostname is PC123. TECHNIQUE_NAME is User Execution. TACTIC is Execution. Signer is Unknown. Process Name is explorer.exe. "
9876,,2023-03-10T15:30:00Z,,,,Valid Accounts,"A user account with administrative privileges was used to perform actions typically associated with malicious activity, including accessing sensitive data or installing software.",,,,,,,,,,,,,,,,,,,,,,,High,,,Behavioral,,,,,,,,,,Microsoft Defender for Endpoint EDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Host,User Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privilege Escalation,Valid Accounts,host-1234,10.0.0.1,User account 'Administrator' was used to access sensitive data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 09876. AlertTimestamp is 2023-03-10T15:30:00Z. AlertName is Valid Accounts. AlertDescription is A user account with administrative privileges was used to perform actions typically associated with malicious activity, including accessing sensitive data or installing software.. Severity is High. AlertType is Behavioral. DetectionSource is Microsoft Defender for Endpoint EDR. EntityType is Host. EntityName is User Account. AttackTactic is Privilege Escalation. AttackTechnique is Valid Accounts. EntityId is host-1234. EntityIp is 10.0.0.1. Details is User account 'Administrator' was used to access sensitive data. "
45678,,,,,,Suspicious Web Service Connection,Microsoft Defender ATP detected suspicious network activity related to a web service on the endpoint.,,,,,,,,,,,,C:\Windows\System32\svchost.exe -k DcomLaunch,,,,,,,,,,,Medium,,,Behavioral,,,,,,,,,,Microsoft Defender ATP,,,,,,computer01.example.com,,C:\Windows\System32\svchost.exe,,,,192.168.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-09T09:00:00Z,abcdef1234567890abcdef1234567890abcdef1234567890abcdef1234567890,W3SVC,C:\Windows\System32\inetsrv\w3wp.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 45678. AlertName is Suspicious Web Service Connection. AlertDescription is Microsoft Defender ATP detected suspicious network activity related to a web service on the endpoint.. ProcessCommandLine is C:\Windows\System32\svchost.exe -k DcomLaunch. Severity is Medium. AlertType is Behavioral. DetectionSource is Microsoft Defender ATP. HostName is computer01.example.com. ProcessName is C:\Windows\System32\svchost.exe. IPAddress is 192.168.0.1. DestinationIP is 10.0.0.1. TimestampUtc is 2023-03-09T09:00:00Z. SHA256 is abcdef1234567890abcdef1234567890abcdef1234567890abcdef1234567890. WebServiceName is W3SVC. WebServicePath is C:\Windows\System32\inetsrv\w3wp.exe. 
123456,,2023-03-10T15:30:00Z,High,Windows Management Instrumentation Execution,,Windows Management Instrumentation Execution,"This alert is triggered when Windows Management Instrumentation (WMI) is used to execute commands or scripts on a system, which is a technique used by attackers to bypass traditional security controls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wmiprvse.exe,,,,,JohnDoe,,,,192.168.1.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endpoint,Defender,C:\Windows\System32\wbem\wmiprvse.exe,DOMAIN,PC12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 123456. AlertTimestamp is 2023-03-10T15:30:00Z. severity is High. category is Windows Management Instrumentation Execution. AlertName is Windows Management Instrumentation Execution. AlertDescription is This alert is triggered when Windows Management Instrumentation (WMI) is used to execute commands or scripts on a system, which is a technique used by attackers to bypass traditional security controls.. ProcessName is wmiprvse.exe. UserName is JohnDoe. ip_address is 192.168.1.100. type is endpoint. vendor is Defender. path is C:\Windows\System32\wbem\wmiprvse.exe. domain is DOMAIN. host is PC12345. "
12345,,2023-03-10T15:30:00Z,,,,Abuse of Elevation Control Mechanism Detected,Abuse of an elevation control mechanism was detected on the following device: {Device_Name}. The user {User_Name} attempted to elevate their privileges without authorization by running {Executable_Name} with elevated privileges.,,,,,,Abuse Elevation Control Mechanism,,,,,,,,,,,,,,,,,High,,,,,Privilege Escalation,,,,,,,,,,,,Privilege Escalation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{Device_Name},{User_Name},{Executable_Name},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 12345. AlertTimestamp is 2023-03-10T15:30:00Z. AlertName is Abuse of Elevation Control Mechanism Detected. AlertDescription is Abuse of an elevation control mechanism was detected on the following device: {Device_Name}. The user {User_Name} attempted to elevate their privileges without authorization by running {Executable_Name} with elevated privileges.. Technique is Abuse Elevation Control Mechanism. Severity is High. Category is Privilege Escalation. Tactic is Privilege Escalation. Affected_Device is {Device_Name}. Affected_User is {User_Name}. Malicious_Executable is {Executable_Name}. 
