event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name,combined_data
EDR-13579,Private Key Intercept,,privaqte key interception,Private key intercepted on host WEB-123,,2022-10-31T23:45:01Z,,,,Critical,"[{'host_name': 'WEB-123', 'ip_address': '192.168.1.150'}]","{'username': 'webadmin', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.151', 'destination_ip': '192.168.1.150', 'private_key_path': 'C:\\Users\\webadmin\\.ssh\\id_rsa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-13579. event_type is Private Key Intercept. event_category is privaqte key interception. event_description is Private key intercepted on host WEB-123. event_time is 2022-10-31T23:45:01Z. event_severity is Critical. affected_hosts host_name is WEB-123. affected_hosts ip_address is 192.168.1.150. event_details username is webadmin. event_details domain is MYDOMAIN. event_details source_ip is 192.168.1.151. event_details destination_ip is 192.168.1.150. event_details private_key_path is C:\Users\webadmin\.ssh\id_rsa. 
12345,alert,2023-03-10T13:30:00Z,Process Injection,A suspicious process injection has been detected.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,hostname123,,CrowdStrike Falcon,Investigate the injected process and parent process to determine the nature and purpose of the injection and remediate accordingly.,,,,,explorer.exe,notepad.exe,Thread Execution Hijacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is alert. event_timestamp is 2023-03-10T13:30:00Z. event_category is Process Injection. event_description is A suspicious process injection has been detected.. Severity is High. Affected_Hostname is hostname123. Alert_Source is CrowdStrike Falcon. Recommendation is Investigate the injected process and parent process to determine the nature and purpose of the injection and remediate accordingly.. Injected_Process_Name is explorer.exe. Parent_Process_Name is notepad.exe. Injection_Technique is Thread Execution Hijacking. 
939495555,threat_detection,2023-03-09T15:30:00Z,protocol_tunneling,,high,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Endpoint1', 'Endpoint2']",,,,,,,,,,,,,,Detection of protocol tunneling activity,,,,,,,,,,,,,,,,,,,,,"['192.168.1.10', '10.0.0.2']","['Isolate affected endpoints', 'Investigate network traffic']",Protocol: HTTP over DNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 939495555. event_type is threat_detection. event_timestamp is 2023-03-09T15:30:00Z. event_category is protocol_tunneling. severity is high. affected_entities are Endpoint1; Endpoint2; description is Detection of protocol tunneling activity. indicators are 192.168.1.10; 10.0.0.2; actions are Isolate affected endpoints; Investigate network traffic; additional_info is Protocol: HTTP over DNS. 
12345,detect,2023-03-09T15:45:00Z,proxy,Detection of a connection being made through a proxy,,,,,,high,,,,,,T1090 - Proxy,,,,,,,,,,,,,Proxy Detection,"['Investigate the use of a proxy in the environment', 'Identify the source and destination of the proxy traffic', 'Monitor for any further suspicious activity']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,Network Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'file_name': 'cmd.exe', 'file_path': 'C:\\Windows\\System32\\cmd.exe', 'file_hash': '1a2b3c4d5e6f7g8h9i0j'}","{'destination_ip': '1.2.3.4', 'destination_domain': 'example.com', 'protocol': 'TCP'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is detect. event_timestamp is 2023-03-09T15:45:00Z. event_category is proxy. event_description is Detection of a connection being made through a proxy. event_severity is high. technique is T1090 - Proxy. detection_method is Proxy Detection. recommended_actions are Investigate the use of a proxy in the environment; Identify the source and destination of the proxy traffic; Monitor for any further suspicious activity; tactic is Defense Evasion. detection_source is Network Traffic. file_info file_name is cmd.exe. file_info file_path is C:\Windows\System32\cmd.exe. file_info file_hash is 1a2b3c4d5e6f7g8h9i0j. network_info destination_ip is 1.2.3.4. network_info destination_domain is example.com. network_info protocol is TCP. 
EDR-67890,Remote Administration Tool,,RA Admin,RAdmin tool used to remotely control workstation WS-456,,2022-11-30T12:34:56Z,,,,High,"[{'host_name': 'SERVER-123', 'ip_address': '192.168.1.200'}]","{'username': 'admin', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.201', 'destination_ip': '192.168.1.200', 'remote_tool': 'RAdmin'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-67890. event_type is Remote Administration Tool. event_category is RA Admin. event_description is RAdmin tool used to remotely control workstation WS-456. event_time is 2022-11-30T12:34:56Z. event_severity is High. affected_hosts host_name is SERVER-123. affected_hosts ip_address is 192.168.1.200. event_details username is admin. event_details domain is MYDOMAIN. event_details source_ip is 192.168.1.201. event_details destination_ip is 192.168.1.200. event_details remote_tool is RAdmin. 
12345,alert,1646749655000,Reflective Code Loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,hostname123,,,Investigate the injected process and loader process to determine the nature and purpose of the reflective code loading activity and remediate accordingly.,,,,,explorer.exe,,,,,,,,2023-03-10T15:45:00Z,A suspicious reflective code loading activity has been detected.,notepad.exe,Reflective DLL Injection,CrowdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is alert. event_timestamp is 1646749655000. event_category is Reflective Code Loading. Severity is High. Affected_Hostname is hostname123. Recommendation is Investigate the injected process and loader process to determine the nature and purpose of the reflective code loading activity and remediate accordingly.. Injected_Process_Name is explorer.exe. Timestamp is 2023-03-10T15:45:00Z. Description is A suspicious reflective code loading activity has been detected.. Loader_Process_Name is notepad.exe. Loader_Technique is Reflective DLL Injection. event_Source is CrowdStrike Falcon. 
123456789,threat,,Process/Service Stop,Suspicious Service Stop detected,high,2022-03-06T10:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_name': 'ServiceName', 'entity_value': 'SuspiciousServiceName'}, {'entity_name': 'ProcessName', 'entity_value': 'C:\\Windows\\System32\\services.exe'}, {'entity_name': 'ProcessCommandLine', 'entity_value': 'services.exe stop SuspiciousServiceName'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,"['Investigate the reason for the suspicious stop of the service.', ""Review the service's configuration to ensure it is properly configured."", 'Monitor for any further suspicious activity.']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 123456789. event_type is threat. event_category is Process/Service Stop. event_description is Suspicious Service Stop detected. severity is high. event_time is 2022-03-06T10:30:00Z. affected_entities entity_name is ServiceName. affected_entities entity_value is SuspiciousServiceName. affected_entities entity_name is ProcessName. affected_entities entity_value is C:\Windows\System32\services.exe. affected_entities entity_name is ProcessCommandLine. affected_entities entity_value is services.exe stop SuspiciousServiceName. tactics is Defense Evasion. recommendations are Investigate the reason for the suspicious stop of the service.; Review the service's configuration to ensure it is properly configured.; Monitor for any further suspicious activity.; 
12345,threat detection,1646749655000,Suspicious Shared Module Loaded,Adversaries may execute malicious payloads via loading shared modules.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345678,mycomputer,,,mydomain.local,,,,,,,,,,THREAT,,,,,,,,,,,,,,,,,,,,123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['192.168.1.100', 'fe80::1234:5678:90ab:cdef']",['00:11:22:33:44:55'],Windows 10,6.30.0.0,Workstations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is threat detection. event_timestamp is 1646749655000. event_category is Suspicious Shared Module Loaded. event_description is Adversaries may execute malicious payloads via loading shared modules.. sensor_id is 12345678. hostname is mycomputer. domain is mydomain.local. type is THREAT. customer_id is 123456. ip_addresses are 192.168.1.100; fe80::1234:5678:90ab:cdef; mac_addresses are 00:11:22:33:44:55; operating_system is Windows 10. agent_version is 6.30.0.0. group_name is Workstations. 
03040t0y,detect,2023-03-03T15:30:00Z,Software Deployment Tools,Suspicious use of software deployment tool detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'endpoint', 'process_name': 'msiexec.exe', 'process_path': 'C:\\Windows\\System32\\msiexec.exe', 'process_command_line': '""C:\\Program Files\\MyApp\\installer.msi"" /quiet', 'pid': 1234, 'user': {'username': 'john.doe', 'domain': 'contoso'}, 'hostname': 'WIN-ABC123'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A suspicious use of a software deployment tool (msiexec.exe) was detected on endpoint WIN-ABC123. The installer.msi file was executed silently (/quiet) by user john.doe from domain contoso with PID 1234. The file and the registry key were added as indicators of compromise.,,,,,,,,,,,,,,,,,,,,,"[{'type': 'file_hash', 'value': '9c9dbd97f591812e81a7d1afcbcfb769'}, {'type': 'registry_key', 'value': 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\MyApp'}]",,,,,,,,,,,,,,,,,"{'type': 'file', 'path': 'C:\\Program Files\\MyApp\\installer.msi'}",high,malware,unknown,"[{'type': 'file', 'value': 'C:\\Program Files\\MyApp\\installer.msi'}, {'type': 'registry_key', 'value': 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\MyApp'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 03040t0y. event_type is detect. event_timestamp is 2023-03-03T15:30:00Z. event_category is Software Deployment Tools. event_description is Suspicious use of software deployment tool detected. source type is endpoint. source process_name is msiexec.exe. source process_path is C:\Windows\System32\msiexec.exe. source process_command_line is ""C:\Program Files\MyApp\installer.msi"" /quiet. source user username is john.doe. source user domain is contoso. source hostname is WIN-ABC123. description is A suspicious use of a software deployment tool (msiexec.exe) was detected on endpoint WIN-ABC123. The installer.msi file was executed silently (/quiet) by user john.doe from domain contoso with PID 1234. The file and the registry key were added as indicators of compromise.. indicators type is file_hash. indicators value is 9c9dbd97f591812e81a7d1afcbcfb769. indicators type is registry_key. indicators value is HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce\MyApp. destination type is file. destination path is C:\Program Files\MyApp\installer.msi. threat_severity is high. threat_category is malware. threat_name is unknown. ioc type is file. ioc value is C:\Program Files\MyApp\installer.msi. ioc type is registry_key. ioc value is HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce\MyApp. "
939r0t-0,,,supply chain,"A supply chain compromise has been detected on the endpoint, indicating a potential compromise of trusted software or hardware components.",high,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supply Chain Compromise Detected,,,,"Investigate the affected software or hardware component for signs of compromise and take appropriate remediation actions, such as blocking the component or applying a security update.",,,,,,,,,,,"{'data_sources': ['Windows Event Logs', 'Process Monitoring', 'Network Traffic'], 'detection_rules': [{'field': 'process.command_line', 'description': 'Process command-line includes suspicious or unexpected parameters', 'value': 'msiexec.exe'}, {'field': 'file.path', 'description': 'File created or modified with malicious content', 'value': 'C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\malicious.bat'}, {'field': 'network', 'description': 'Outbound connection to suspicious or known malicious IP and/or port', 'value': 'destination_ip:""123.45.67.89"" AND destination_port:""443""'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['MITRE ATT&CK T1195', 'Supply Chain Compromise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 939r0t-0. event_category is supply chain. event_description is A supply chain compromise has been detected on the endpoint, indicating a potential compromise of trusted software or hardware components.. severity is high. event_name is Supply Chain Compromise Detected. recommendation is Investigate the affected software or hardware component for signs of compromise and take appropriate remediation actions, such as blocking the component or applying a security update.. detection data_sources is Windows Event Logs. detection data_sources is Process Monitoring. detection data_sources is Network Traffic. detection detection_rules is {'field': 'process.command_line', 'description': 'Process command-line includes suspicious or unexpected parameters', 'value': 'msiexec.exe'}. detection detection_rules is {'field': 'file.path', 'description': 'File created or modified with malicious content', 'value': 'C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\malicious.bat'}. detection detection_rules is {'field': 'network', 'description': 'Outbound connection to suspicious or known malicious IP and/or port', 'value': 'destination_ip:""123.45.67.89"" AND destination_port:""443""'}. tags are MITRE ATT&CK T1195; Supply Chain Compromise; "
039r9t90y,DetectionSummaryEvent,2023-03-04T15:30:00Z,system services modified,,high,,,,"{'hostname': 'endpoint-01', 'os_version': 'Windows 10', 'ip_address': '192.168.1.100'}",,,,,An attempt to modify or interact with system services was detected.,123456.0,,,,,,services.exe,,,,,,,,,,,,,,,System Services T1569,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,,,,,,,,"{'username': 'admin', 'sid': 'S-1-5-21-123456'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Services,An attempt to modify or interact with system services was detected.,ProcessModifiedServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 039r9t90y. event_type is DetectionSummaryEvent. event_timestamp is 2023-03-04T15:30:00Z. event_category is system services modified. severity is high. host hostname is endpoint-01. host os_version is Windows 10. host ip_address is 192.168.1.100. detect_description is An attempt to modify or interact with system services was detected.. process_name is services.exe. rule_name is System Services T1569. user username is admin. user sid is S-1-5-21-123456. detect_name is System Services. rule_description is An attempt to modify or interact with system services was detected.. triggered_rule is ProcessModifiedServices. 
123456789,detect,2023-03-06T14:02:30Z,system shutdown,A system shutdown or reboot has been initiated.,,,,,,high,,,,,,,,,,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malware,,,,,,,,shutdown /r /t 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Shutdown/Reboot,T1529,active,2023-03-06T14:02:30Z,"{'ip': '192.168.1.100', 'hostname': 'DESKTOP-1234', 'username': 'user1'}","[{'pid': 1234, 'name': 'cmd.exe', 'username': 'user1', 'start_time': '2023-03-06T14:00:00Z'}, {'pid': 5678, 'ppid': 1234, 'name': 'cmd.exe', 'username': 'user1', 'start_time': '2023-03-06T14:00:00Z'}, {'pid': 9012, 'ppid': 5678, 'name': 'shutdown.exe', 'username': 'user1', 'start_time': '2023-03-06T14:02:30Z'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 123456789. event_type is detect. event_timestamp is 2023-03-06T14:02:30Z. event_category is system shutdown. event_description is A system shutdown or reboot has been initiated.. event_severity is high. process_name is cmd.exe. alert_type is malware. process_command_line is shutdown /r /t 0. alert_rule_name is System Shutdown/Reboot. alert_rule_id is T1529. alert_state is active. alert_time is 2023-03-06T14:02:30Z. src ip is 192.168.1.100. src hostname is DESKTOP-1234. src username is user1. process_tree pid is 1234. process_tree name is cmd.exe. process_tree username is user1. process_tree start_time is 2023-03-06T14:00:00Z. process_tree pid is 5678. process_tree ppid is 1234. process_tree name is cmd.exe. process_tree username is user1. process_tree start_time is 2023-03-06T14:00:00Z. process_tree pid is 9012. process_tree ppid is 5678. process_tree name is shutdown.exe. process_tree username is user1. process_tree start_time is 2023-03-06T14:02:30Z. 
040t0y0,treaffic signaling,2023-03-09T12:30:00Z,Unusual network traffic detected,CrowdStrike Falcon has detected unusual network traffic on the endpoint that could be indicative of traffic signaling activity.,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hostname': 'EXAMPLE-HOSTNAME', 'ip_address': '192.168.0.100', 'operating_system': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrowdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Isolate the affected endpoint from the network', 'Terminate any suspicious processes or connections', 'Scan the endpoint for malware or signs of compromise', 'Patch any known vulnerabilities in the endpoint or software applications']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 040t0y0. event_type is treaffic signaling. event_timestamp is 2023-03-09T12:30:00Z. event_category is Unusual network traffic detected. event_description is CrowdStrike Falcon has detected unusual network traffic on the endpoint that could be indicative of traffic signaling activity.. severity is high. endpoint hostname is EXAMPLE-HOSTNAME. endpoint ip_address is 192.168.0.100. endpoint operating_system is Windows 10. detection_source is CrowdStrike Falcon. remediation_steps are Isolate the affected endpoint from the network; Terminate any suspicious processes or connections; Scan the endpoint for malware or signs of compromise; Patch any known vulnerabilities in the endpoint or software applications; 
EDR-13579,Malware,,trojan,Trojanized SSH client detected on host LAPTOP-XYZ,Critical,2022-10-31T01:23:45Z,,,,,"[{'host_name': 'LAPTOP-XYZ', 'ip_address': '192.168.1.50'}]","{'username': 'jdoe', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.51', 'destination_ip': '192.168.1.50', 'malware_name': 'Trojanized SSH Client', 'malware_type': 'Trojan', 'malware_action': 'Execution'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-13579. event_type is Malware. event_category is trojan. event_description is Trojanized SSH client detected on host LAPTOP-XYZ. severity is Critical. event_time is 2022-10-31T01:23:45Z. affected_hosts host_name is LAPTOP-XYZ. affected_hosts ip_address is 192.168.1.50. event_details username is jdoe. event_details domain is MYDOMAIN. event_details source_ip is 192.168.1.51. event_details destination_ip is 192.168.1.50. event_details malware_name is Trojanized SSH Client. event_details malware_type is Trojan. event_details malware_action is Execution. 
abcd-1234-efgh-5678,alert,2022-04-01T12:34:56Z,Trusted Relationship,A process has established a new trusted relationship with a remote system.,high,,,,,,,,,,,,,,,,svchost.exe,,,,,C:\Windows\system32\svchost.exe -k netsvcs,,,Behavior monitoring,,2.0,,,"{'hostname': 'PC-1234', 'ip_address': '192.168.1.100', 'mac_address': '00:11:22:33:44:55', 'os': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspicious Trusted Relationship,"[{'phase': 'Execution', 'kill_chain_id': 'mitre-attack', 'technique_id': 'T1199', 'technique_name': 'Trusted Relationship'}]",C:\Windows\System32\ntdll.dll,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c whoami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is abcd-1234-efgh-5678. event_type is alert. event_timestamp is 2022-04-01T12:34:56Z. event_category is Trusted Relationship. event_description is A process has established a new trusted relationship with a remote system.. severity is high. process_name is svchost.exe. command_line is C:\Windows\system32\svchost.exe -k netsvcs. detection_method is Behavior monitoring. endpoint hostname is PC-1234. endpoint ip_address is 192.168.1.100. endpoint mac_address is 00:11:22:33:44:55. endpoint os is Windows 10. parent_process_name is services.exe. event_categorty is Suspicious Trusted Relationship. kill_chain phase is Execution. kill_chain kill_chain_id is mitre-attack. kill_chain technique_id is T1199. kill_chain technique_name is Trusted Relationship. image_loaded is C:\Windows\System32\ntdll.dll. target_image_loaded is C:\Windows\System32\cmd.exe. target_image_name is cmd.exe. target_command_line is cmd.exe /c whoami. 
12345,alert,1646749655000,User Execution Detected,User attempted to execute a potentially malicious file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,2022-04-01T10:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345.0,Detection,"{'Hostname': 'PC123', 'IPAddress': '192.168.1.100', 'OS': 'Windows 10'}","{'FilePath': 'C:\\Users\\User1\\Downloads\\malware.exe', 'Hash': 'abc123def456', 'Signer': 'Unknown', 'CommandLine': 'C:\\Users\\User1\\Downloads\\malware.exe', 'ParentProcess': {'Name': 'explorer.exe', 'PID': '1234', 'Path': 'C:\\Windows\\explorer.exe'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is alert. event_timestamp is 1646749655000. event_category is User Execution Detected. event_description is User attempted to execute a potentially malicious file.. Severity is High. Timestamp is 2022-04-01T10:30:00Z. Category is Detection. AffectedHostInfo Hostname is PC123. AffectedHostInfo IPAddress is 192.168.1.100. AffectedHostInfo OS is Windows 10. DetectionDetails FilePath is C:\Users\User1\Downloads\malware.exe. DetectionDetails Hash is abc123def456. DetectionDetails Signer is Unknown. DetectionDetails CommandLine is C:\Users\User1\Downloads\malware.exe. DetectionDetails ParentProcess Name is explorer.exe. DetectionDetails ParentProcess PID is 1234. DetectionDetails ParentProcess Path is C:\Windows\explorer.exe. 
kldkfkg02,detect,2023-03-09T09:00:00Z,Suspicious Web Service Connection,CrowdStrike detected suspicious network activity related to a web service on the endpoint.,medium,,,,,,,,,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\svchost.exe -k DcomLaunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345678-1234-1234-1234-123456789def,W3SVC,C:\Windows\System32\inetsrv\w3wp.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is kldkfkg02. event_type is detect. event_timestamp is 2023-03-09T09:00:00Z. event_category is Suspicious Web Service Connection. event_description is CrowdStrike detected suspicious network activity related to a web service on the endpoint.. severity is medium. process_name is C:\Windows\System32\svchost.exe. destination_ip is 10.0.0.1. process_command_line is C:\Windows\System32\svchost.exe -k DcomLaunch. endpoint_id is 12345678-1234-1234-1234-123456789def. web_service_name is W3SVC. web_service_path is C:\Windows\System32\inetsrv\w3wp.exe. 
